iati_id,status,planned_start,actual_start,planned_end,actual_end
DE-1-201465285,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201475102-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201475110-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201806009-3715,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201475391-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201475409-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201821396,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201475417-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201821404,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201475425-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201475656-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201821420-0,Implementation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201475664-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201476076-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201830033-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201830280-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201501303-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201506195-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201831312-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201506278-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201831544-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201831742-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201509983-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201832146-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201832161-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201515485-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201832179-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201832609-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201832831-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201518356-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201832864-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201832880-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201520790,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201833607-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201530401-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201833615-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201532563-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201833821-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201533322-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201533991-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201833839-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201834142-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201540582-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201839059-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201567916,Implementation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201839067-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201574425-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201839075-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201839091-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201574524-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201839109-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201574656-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201839778-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201574888-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201839802-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201574896-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201839919-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201575448-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201839935-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201576610-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201840453-4193,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201598358-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201867142,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201601418,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201868033,Implementation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201601533,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201873546-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201873918-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201606003-1211,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201875251-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201876036-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201606003-1365,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201876226-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201876234-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201876242-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201906015-4097,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201618636-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201906015-4102,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201621051,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201906015-4237,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201621069,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201906015-4351,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201910280-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201923655,Implementation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201923663,Implementation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201621101,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201930114-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201630102-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201930155-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201630854-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201930189-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201631266-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201631829-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201930296-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201930494-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201631936-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201631944-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201931047-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201632702-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201931427-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201633213-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201931476-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201633973-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201635010,Implementation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201931492-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201931500-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201665108,Implementation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201931542-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201931666-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201665116,Implementation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201931799-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201665124,Implementation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201932193-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201665298,Implementation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201932219-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201667211,Implementation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201932268-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201668342,Implementation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201932276-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201674134-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201932441-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201674142-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201932474-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201674498-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201932565-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201674738-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201932912-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201674746-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201933753-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201675123-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201675750-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201933936-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201933985-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201676121-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201676774-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201939230-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201701127-2693,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201939339-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201939503-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201939511-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201939768-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201706019-1782,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201939776-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201965300,Implementation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201973536-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201973759-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201974492-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201706019-1935,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
DE-1-201974674-0,Finalisation,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z,2019-02-15T00:00:00Z,2019-02-15T00:00:00Z
