iati_id,country,region,location
DE-1-201401124-0,KE; ,,['Nairobi']
DE-1-201718501-0,KE; ,,['Nairobi']
DE-1-201730076-0,KE; ,,['Nairobi']
DE-1-202006005-5200,CO; ,,['Bogota']
DE-1-202006005-5245,CO; ,,['Bogota']
DE-1-201731942-0,KE; ,,['Nairobi']
DE-1-202006005-5452,CO; ,,['Bogota']
DE-1-201732791-0,KE; ,,['Nairobi']
DE-1-201773910-0,KE; ,,['Nairobi']
DE-1-202022937,CO; ,,['Bogota']
DE-1-201774173-0,KE; ,,['Nairobi']
DE-1-202030278-0,CO; ,,['Bogota']
DE-1-201775006-0,KE; ,,['Nairobi']
DE-1-202030294-0,CO; ,,['Bogota']
DE-1-202030831-0,CO; ,,['Bogota']
DE-1-201775956-0,KE; ,,['Nairobi']
DE-1-202031136-0,CO; ,,['Bogota']
DE-1-201776376-0,KE; ,,['Nairobi']
DE-1-201776384-0,KE; ,,['Nairobi']
DE-1-202031169-0,CO; ,,['Bogota']
DE-1-201776863-0,KE; ,,['Nairobi']
DE-1-202031177-0,CO; ,,['Bogota']
DE-1-202031805-0,CO; ,,['Bogota']
DE-1-202032019-0,CO; ,,['Bogota']
DE-1-201801133-3742,KE; ,,['Nairobi']
DE-1-202032027-0,CO; ,,['Bogota']
DE-1-201801356-0,KE; ,,['Nairobi']
DE-1-202032332-0,CO; ,,['Bogota']
DE-1-201806009-3104,KE; ,,['Nairobi']
DE-1-202032381-0,CO; ,,['Bogota']
DE-1-201806009-3204,KE; ,,['Nairobi']
DE-1-202032696-0,CO; ,,['Bogota']
DE-1-202033058-0,CO; ,,['Bogota']
DE-1-202033074-0,CO; ,,['Bogota']
DE-1-202033280-0,CO; ,,['Bogota']
DE-1-202033538-0,CO; ,,['Bogota']
DE-1-202033694-0,CO; ,,['Bogota']
DE-1-202033843-0,CO; ,,['Bogota']
DE-1-202033884-0,CO; ,,['Bogota']
DE-1-202039089-0,CO; ,,['Bogota']
DE-1-201806009-3294,KE; ,,['Nairobi']
DE-1-202039568-0,CO; ,,['Bogota']
DE-1-201806009-3356,KE; ,,['Nairobi']
DE-1-202039600-0,CO; ,,['Bogota']
DE-1-201809987-0,KE; ,,['Nairobi']
DE-1-202039717-0,CO; ,,['Bogota']
DE-1-201818608-0,KE; ,,['Nairobi']
DE-1-202039832-0,CO; ,,['Bogota']
DE-1-201821933,KE; ,,['Nairobi']
DE-1-202039865-0,CO; ,,['Bogota']
DE-1-201822469,KE; ,,['Nairobi']
DE-1-202039915-0,CO; ,,['Bogota']
DE-1-201830231-0,KE; ,,['Nairobi']
DE-1-202039923-0,CO; ,,['Bogota']
DE-1-201831213-0,KE; ,,['Nairobi']
DE-1-202040459-5067,CO; ,,['Bogota']
DE-1-202040756-0,CO; ,,['Bogota']
DE-1-201831270-0,KE; ,,['Nairobi']
DE-1-201833474-0,KE; ,,['Nairobi']
DE-1-202067825,CO; ,,['Bogota']
DE-1-201833649-0,KE; ,,['Nairobi']
DE-1-202067833,CO; ,,['Bogota']
DE-1-201839422-0,KE; ,,['Nairobi']
DE-1-202074409-0,CO; ,,['Bogota']
DE-1-202076362-0,CO; ,,['Bogota']
DE-1-201839448-0,KE; ,,['Nairobi']
DE-1-202076370-0,CO; ,,['Bogota']
DE-1-201849629,KE; ,,['Nairobi']
DE-1-202076610-0,CO; ,,['Bogota']
DE-1-201865120,KE; ,,['Nairobi']
DE-1-202076974-0,CO; ,,['Bogota']
DE-1-201865138,KE; ,,['Nairobi']
DE-1-202077121-0,CO; ,,['Bogota']
DE-1-201865245,KE; ,,['Nairobi']
DE-1-202106003-5714,CO; ,,['Bogota']
DE-1-201867399,KE; ,,['Nairobi']
DE-1-202106003-5734,CO; ,,['Bogota']
DE-1-201873801-0,KE; ,,['Nairobi']
DE-1-202106003-5824,CO; ,,['Bogota']
DE-1-201874080-0,KE; ,,['Nairobi']
DE-1-202106003-5853,CO; ,,['Bogota']
DE-1-202106003-5893,CO; ,,['Bogota']
DE-1-201874098-0,KE; ,,['Nairobi']
DE-1-202106003-5966,CO; ,,['Bogota']
DE-1-201874106-0,KE; ,,['Nairobi']
DE-1-202106003-6219,CO; ,,['Bogota']
DE-1-201874338-0,KE; ,,['Nairobi']
DE-1-202106003-6295,CO; ,,['Bogota']
DE-1-201874445-0,KE; ,,['Nairobi']
DE-1-202108017-5844,CO; ,,['Bogota']
DE-1-201874668-0,KE; ,,['Nairobi']
DE-1-202110153-0,CO; ,,['Bogota']
DE-1-201874783-0,KE; ,,['Nairobi']
DE-1-202118164-0,CO; ,,['Bogota']
DE-1-201875236-0,KE; ,,['Nairobi']
DE-1-202130110-0,CO; ,,['Bogota']
DE-1-202130128-0,CO; ,,['Bogota']
DE-1-201876739-0,KE; ,,['Nairobi']
DE-1-202130367-0,CO; ,,['Bogota']
DE-1-201876952-0,KE; ,,['Nairobi']
DE-1-201901131-4632,KE; ,,['Nairobi']
DE-1-201901131-4634,KE; ,,['Nairobi']
DE-1-202131159-0,CO; ,,['Bogota']
DE-1-202131316-0,CO; ,,['Bogota']
DE-1-201901578-0,KE; ,,['Nairobi']
DE-1-202131506-0,CO; ,,['Bogota']
DE-1-201906015-3411,KE; ,,['Nairobi']
DE-1-202131514-0,CO; ,,['Bogota']
DE-1-202131571-0,CO; ,,['Bogota']
DE-1-201906015-3789,KE; ,,['Nairobi']
DE-1-202131613-0,CO; ,,['Bogota']
DE-1-201906015-4040,KE; ,,['Nairobi']
DE-1-202131688-0,CO; ,,['Bogota']
DE-1-202132256-0,CO; ,,['Bogota']
DE-1-201906015-4133,KE; ,,['Nairobi']
DE-1-202132306-0,CO; ,,['Bogota']
DE-1-201906015-4403,KE; ,,['Nairobi']
DE-1-202132421-0,CO; ,,['Bogota']
DE-1-201906015-4406,KE; ,,['Nairobi']
DE-1-202132439-0,CO; ,,['Bogota']
DE-1-201906015-4411,KE; ,,['Nairobi']
DE-1-202132454-0,CO; ,,['Bogota']
DE-1-201906015-4428,KE; ,,['Nairobi']
DE-1-202132504-0,CO; ,,['Bogota']
DE-1-201918697-0,KE; ,,['Nairobi']
DE-1-202132652-0,CO; ,,['Bogota']
DE-1-202132835-0,CO; ,,['Bogota']
DE-1-202133221-0,CO; ,,['Bogota']
DE-1-201930858-0,KE; ,,['Nairobi']
DE-1-201930866-0,KE; ,,['Nairobi']
DE-1-202133262-0,CO; ,,['Bogota']
DE-1-201930965-0,KE; ,,['Nairobi']
DE-1-202133841-0,CO; ,,['Bogota']
DE-1-201931302-0,KE; ,,['Nairobi']
DE-1-202139160-0,CO; ,,['Bogota']
DE-1-201932763-0,KE; ,,['Nairobi']
DE-1-202139236-0,CO; ,,['Bogota']
DE-1-201939222-0,KE; ,,['Nairobi']
DE-1-202139442-0,CO; ,,['Bogota']
DE-1-201939701-0,KE; ,,['Nairobi']
DE-1-202139509-0,CO; ,,['Bogota']
DE-1-201939750-0,KE; ,,['Nairobi']
DE-1-202139541-0,CO; ,,['Bogota']
DE-1-201974096-0,KE; ,,['Nairobi']
DE-1-202140549-0,CO; ,,['Bogota']
DE-1-201974344-0,KE; ,,['Nairobi']
DE-1-202140606-0,CO; ,,['Bogota']
DE-1-201974393-0,KE; ,,['Nairobi']
DE-1-202174266-0,CO; ,,['Bogota']
DE-1-201974872-0,KE; ,,['Nairobi']
DE-1-202174738-0,CO; ,,['Bogota']
DE-1-201975333-0,KE; ,,['Nairobi']
DE-1-202176535-0,CO; ,,['Bogota']
DE-1-201975457-0,KE; ,,['Nairobi']
DE-1-202176618-0,CO; ,,['Bogota']
DE-1-201975465-0,KE; ,,['Nairobi']
DE-1-202177319-0,CO; ,,['Bogota']
DE-1-201975473-0,KE; ,,['Nairobi']
DE-1-202177327-0,CO; ,,['Bogota']
DE-1-201975481-0,KE; ,,['Nairobi']
DE-1-202177335-0,CO; ,,['Bogota']
DE-1-201975820-0,KE; ,,['Nairobi']
DE-1-201977057-0,KE; ,,['Nairobi']
DE-1-202206001-6778,CO; ,,['Bogota']
DE-1-202001600-4994,KE; ,,['Nairobi']
DE-1-202206001-6814,CO; ,,['Bogota']
DE-1-202206001-6863,CO; ,,['Bogota']
DE-1-202006005-4941,KE; ,,['Nairobi']
DE-1-202220325,CO; ,,['Bogota']
DE-1-202006005-5040,KE; ,,['Nairobi']
DE-1-202220333,CO; ,,['Bogota']
DE-1-202006005-5081,KE; ,,['Nairobi']
DE-1-202006005-5094,KE; ,,['Nairobi']
DE-1-202220341,CO; ,,['Bogota']
DE-1-202220358,CO; ,,['Bogota']
DE-1-202006005-5133,KE; ,,['Nairobi']
DE-1-202230100-0,CO; ,,['Bogota']
DE-1-202006005-5176,KE; ,,['Nairobi']
DE-1-202230118-0,CO; ,,['Bogota']
DE-1-202006005-5182,KE; ,,['Nairobi']
DE-1-202230126-0,CO; ,,['Bogota']
DE-1-202006005-5194,KE; ,,['Nairobi']
DE-1-202230134-0,CO; ,,['Bogota']
DE-1-202006005-5229,KE; ,,['Nairobi']
DE-1-202230373-0,CO; ,,['Bogota']
DE-1-202230381-0,CO; ,,['Bogota']
DE-1-202231066-0,CO; ,,['Bogota']
DE-1-202010247-0,KE; ,,['Nairobi']
DE-1-202021962,KE; ,,['Nairobi']
DE-1-202231082-0,CO; ,,['Bogota']
DE-1-202231215-0,CO; ,,['Bogota']
DE-1-202022929,KE; ,,['Nairobi']
DE-1-202030302-0,KE; ,,['Nairobi']
DE-1-202030955-0,KE; ,,['Nairobi']
DE-1-202031631-0,KE; ,,['Nairobi']
DE-1-202231462-0,CO; ,,['Bogota']
DE-1-202032266-0,KE; ,,['Nairobi']
DE-1-202231835-0,CO; ,,['Bogota']
DE-1-202032308-0,KE; ,,['Nairobi']
DE-1-202231942-0,CO; ,,['Bogota']
DE-1-202033231-0,KE; ,,['Nairobi']
DE-1-202232379-0,CO; ,,['Bogota']
DE-1-202033850-0,KE; ,,['Nairobi']
DE-1-202232403-0,CO; ,,['Bogota']
DE-1-202039402-0,KE; ,,['Nairobi']
DE-1-202039907-0,KE; ,,['Nairobi']
DE-1-202232668-0,CO; ,,['Bogota']
DE-1-202233237-0,CO; ,,['Bogota']
DE-1-202040509,KE; ,,['Nairobi']
DE-1-202233518-0,CO; ,,['Bogota']
DE-1-202067320,KE; ,,['Nairobi']
DE-1-202233617-0,CO; ,,['Bogota']
DE-1-202233641-0,CO; ,,['Bogota']
DE-1-202068583,KE; ,,['Nairobi']
DE-1-202233658-0,CO; ,,['Bogota']
DE-1-202073815-0,KE; ,,['Nairobi']
DE-1-202233690-0,CO; ,,['Bogota']
DE-1-202074342-0,KE; ,,['Nairobi']
DE-1-202249498-7044,CO; ,,['Bogota']
DE-1-202075554-0,KE; ,,['Nairobi']
DE-1-202273746-0,CO; ,,['Bogota']
DE-1-202075687-0,KE; ,,['Nairobi']
DE-1-202273894-0,CO; ,,['Bogota']
DE-1-202075950-0,KE; ,,['Nairobi']
DE-1-202273902-0,CO; ,,['Bogota']
DE-1-202077014-0,KE; ,,['Nairobi']
DE-1-202274660-0,CO; ,,['Bogota']
DE-1-202106003-5248,KE; ,,['Nairobi']
DE-1-202106003-5449,KE; ,,['Nairobi']
DE-1-202274686-0,CO; ,,['Bogota']
DE-1-202106003-5461,KE; ,,['Nairobi']
DE-1-202276855-0,CO; ,,['Bogota']
DE-1-202106003-5764,KE; ,,['Nairobi']
DE-1-202306009-6740,CO; ,,['Bogota']
DE-1-202106003-5885,KE; ,,['Nairobi']
DE-1-202306009-7327,CO; ,,['Bogota']
DE-1-202106003-5915,KE; ,,['Nairobi']
DE-1-202306009-7429,CO; ,,['Bogota']
DE-1-202106003-5978,KE; ,,['Nairobi']
DE-1-202308005-6802,CO; ,,['Bogota']
DE-1-202106003-5983,KE; ,,['Nairobi']
DE-1-202310027-0,CO; ,,['Bogota']
DE-1-202106003-5990,KE; ,,['Nairobi']
DE-1-202330173-0,CO; ,,['Bogota']
DE-1-202106003-6012,KE; ,,['Nairobi']
DE-1-202330181-0,CO; ,,['Bogota']
DE-1-202106003-6023,KE; ,,['Nairobi']
DE-1-202330199-0,CO; ,,['Bogota']
DE-1-202106003-6037,KE; ,,['Nairobi']
DE-1-202330611-0,CO; ,,['Bogota']
DE-1-202106003-6038,KE; ,,['Nairobi']
DE-1-202331320-0,CO; ,,['Bogota']
DE-1-202306009-7336,BR; ,,['Brasilia']
DE-1-202306009-7352,BR; ,,['Brasilia']
DE-1-202308005-7253,BR; ,,['Brasilia']
DE-1-202330256-0,BR; ,,['Brasilia']
DE-1-202330264-0,BR; ,,['Brasilia']
DE-1-202330272-0,BR; ,,['Brasilia']
DE-1-202330280-0,BR; ,,['Brasilia']
DE-1-201331537-0,ML; ,,['Bamako']
DE-1-202330538-0,BR; ,,['Brasilia']
DE-1-202330546-0,BR; ,,['Brasilia']
DE-1-201331826-0,ML; ,,['Bamako']
DE-1-202330553-0,BR; ,,['Brasilia']
DE-1-201333046-0,ML; ,,['Bamako']
DE-1-201333111-0,ML; ,,['Bamako']
DE-1-202330579-0,BR; ,,['Brasilia']
DE-1-201333178-0,ML; ,,['Bamako']
DE-1-202330595-0,BR; ,,['Brasilia']
DE-1-202330645-0,BR; ,,['Brasilia']
DE-1-202330843-0,BR; ,,['Brasilia']
DE-1-201362870-0,ML; ,,['Bamako']
DE-1-202330876-0,BR; ,,['Brasilia']
DE-1-202330884-0,BR; ,,['Brasilia']
DE-1-201362888-0,ML; ,,['Bamako']
DE-1-202330892-0,BR; ,,['Brasilia']
DE-1-201362896-0,ML; ,,['Bamako']
DE-1-201362904-0,ML; ,,['Bamako']
DE-1-202330900-0,BR; ,,['Brasilia']
DE-1-202330918-0,BR; ,,['Brasilia']
DE-1-202331494-0,BR; ,,['Brasilia']
DE-1-202331502-0,BR; ,,['Brasilia']
DE-1-202331528-0,BR; ,,['Brasilia']
DE-1-202331536-0,BR; ,,['Brasilia']
DE-1-201366434,ML; ,,['Bamako']
DE-1-202331874-0,BR; ,,['Brasilia']
DE-1-201366947,ML; ,,['Bamako']
DE-1-202331965-0,BR; ,,['Brasilia']
DE-1-202332005-0,BR; ,,['Brasilia']
DE-1-202332013-0,BR; ,,['Brasilia']
DE-1-202332047-0,BR; ,,['Brasilia']
DE-1-202332245-0,BR; ,,['Brasilia']
DE-1-202332252-0,BR; ,,['Brasilia']
DE-1-202332518-0,BR; ,,['Brasilia']
DE-1-202332526-0,BR; ,,['Brasilia']
DE-1-202332666-0,BR; ,,['Brasilia']
DE-1-202332674-0,BR; ,,['Brasilia']
DE-1-202332682-0,BR; ,,['Brasilia']
DE-1-202333383-0,BR; ,,['Brasilia']
DE-1-202333391-0,BR; ,,['Brasilia']
DE-1-202333623-0,BR; ,,['Brasilia']
DE-1-201440734-0,ML; ,,['Bamako']
DE-1-202333631-0,BR; ,,['Brasilia']
DE-1-202333821-0,BR; ,,['Brasilia']
DE-1-201440742-0,ML; ,,['Bamako']
DE-1-202333839-0,BR; ,,['Brasilia']
DE-1-201440759-0,ML; ,,['Bamako']
DE-1-202339042-0,BR; ,,['Brasilia']
DE-1-202374411-0,BR; ,,['Brasilia']
DE-1-201462720-0,ML; ,,['Bamako']
DE-1-202374544-0,BR; ,,['Brasilia']
DE-1-202375251-0,BR; ,,['Brasilia']
DE-1-201462803-0,ML; ,,['Bamako']
DE-1-201462878-0,ML; ,,['Bamako']
DE-1-201467018,ML; ,,['Bamako']
DE-1-201475276-0,ML; ,,['Bamako']
DE-1-201601301-0,ML; ,,['Bamako']
DE-1-199535618,BJ; ,,['Porto-Novo']
DE-1-201668557,ML; ,,['Bamako']
DE-1-201668565,ML; ,,['Bamako']
DE-1-201673649-0,ML; ,,['Bamako']
DE-1-201674951-0,ML; ,,['Bamako']
DE-1-201675206-0,ML; ,,['Bamako']
DE-1-201676840-0,ML; ,,['Bamako']
DE-1-201676857-0,ML; ,,['Bamako']
DE-1-200739052-0,BJ; ,,['Porto-Novo']
DE-1-201706019-2703,ML; ,,['Bamako']
DE-1-200833715-0,BJ; ,,['Porto-Novo']
DE-1-201718220-0,ML; ,,['Bamako']
DE-1-201730035-0,ML; ,,['Bamako']
DE-1-201730084-0,ML; ,,['Bamako']
DE-1-201730894-0,ML; ,,['Bamako']
DE-1-201732148-0,ML; ,,['Bamako']
DE-1-200866855,BJ; ,,['Porto-Novo']
DE-1-201739358-0,ML; ,,['Bamako']
DE-1-201739382-0,ML; ,,['Bamako']
DE-1-201768233,ML; ,,['Bamako']
DE-1-201768241,ML; ,,['Bamako']
DE-1-201768977,ML; ,,['Bamako']
DE-1-201175447-0,BJ; ,,['Porto-Novo']
DE-1-201918622,ML; ,,['Bamako']
DE-1-202100709-5801,ML; ,,['Bamako']
DE-1-201967132,BJ; ,,['Porto-Novo']
DE-1-202329415-0,ML; ,,['Bamako']
DE-1-202101160,BJ; ,,['Porto-Novo']
DE-1-202120418,BJ; ,,['Porto-Novo']
DE-1-202120426,BJ; ,,['Porto-Novo']
DE-1-202122240,BJ; ,,['Porto-Novo']
DE-1-202122257,BJ; ,,['Porto-Novo']
DE-1-202167187,BJ; ,,['Porto-Novo']
DE-1-201767656,ML; ,,['Bamako']
DE-1-201767664,ML; ,,['Bamako']
DE-1-200975151-0,BJ; ,,['Porto-Novo']
DE-1-201767789,ML; ,,['Bamako']
DE-1-201768167,ML; ,,['Bamako']
DE-1-200975896-0,BJ; ,,['Porto-Novo']
DE-1-202100709-6213,BJ; ,,['Porto-Novo']
DE-1-202100709-6568,BJ; ,,['Porto-Novo']
DE-1-201673631-0,ML; ,,['Bamako']
DE-1-201706019-1788,ML; ,,['Bamako']
DE-1-202100709-5935,BJ; ,,['Porto-Novo']
DE-1-201768498,ML; ,,['Bamako']
DE-1-201768969,ML; ,,['Bamako']
DE-1-201065754,BJ; ,,['Porto-Novo']
DE-1-201801133-3690,ML; ,,['Bamako']
DE-1-201806009-2865,ML; ,,['Bamako']
DE-1-201074160-0,BJ; ,,['Porto-Novo']
DE-1-201074772-0,BJ; ,,['Porto-Novo']
DE-1-201075373-0,BJ; ,,['Porto-Novo']
DE-1-201130145-0,BJ; ,,['Porto-Novo']
DE-1-201806009-3382,ML; ,,['Bamako']
DE-1-201174978-0,BJ; ,,['Porto-Novo']
DE-1-201806009-3404,ML; ,,['Bamako']
DE-1-201175546-0,BJ; ,,['Porto-Novo']
DE-1-201239003-0,BJ; ,,['Porto-Novo']
DE-1-201818434-0,ML; ,,['Bamako']
DE-1-201255405-0,BJ; ,,['Porto-Novo']
DE-1-201832468-0,ML; ,,['Bamako']
